time,Portland,pts.away,score,pts.home,LA Clippers
2:59.0,D. Lillard makes 3-pt shot from 25 ft,3,24-19,,
2:48.0,,,24-19,,Shooting foul by E. Turner (drawn by L. Williams)
2:48.0,Portland full timeout,,24-19,,
2:48.0,,,24-19,,S. Thornwell enters the game for D. Jordan
2:48.0,,,24-19,,M. Harrell enters the game for W. Johnson
2:48.0,S. Napier enters the game for E. Turner,,24-19,,
2:48.0,,,24-20,1,L. Williams makes free throw 1 of 2
2:48.0,,,24-21,1,L. Williams makes free throw 2 of 2
2:29.0,S. Napier misses 2-pt shot from 19 ft,,24-21,,
2:25.0,,,24-21,,Defensive rebound by S. Thornwell
2:18.0,,,24-21,,Turnover by L. Williams (bad pass; steal by Z. Collins)
2:04.0,E. Davis misses 2-pt shot from 2 ft,,24-21,,
2:01.0,Offensive rebound by S. Napier,,24-21,,
1:59.0,D. Lillard makes 3-pt shot from 26 ft (assist by S. Napier),3,27-21,,
1:41.0,,,27-23,2,T. Wallace makes 2-pt shot from 12 ft
1:14.0,E. Davis misses 2-pt shot from 1 ft (block by M. Harrell),,27-23,,
1:12.0,,,27-23,,Defensive rebound by M. Harrell
0:59.0,,,27-25,2,S. Thornwell makes 2-pt shot from 13 ft (assist by M. Harrell)
0:44.0,S. Napier makes 3-pt shot from 25 ft,3,30-25,,
0:33.0,,,30-25,,L. Williams misses 2-pt shot from 1 ft
0:29.0,,,30-25,,Offensive rebound by M. Harrell
0:29.0,,,30-27,2,M. Harrell makes 2-pt shot at rim
0:18.0,,,30-27,,Personal block foul by M. Harrell (drawn by D. Lillard)
0:18.0,C. McCollum enters the game for Z. Collins,,30-27,,
0:02.0,S. Napier misses 2-pt shot from 5 ft,,30-27,,
0:01.0,,,30-27,,Defensive rebound by S. Thornwell
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,30-30,3,L. Williams makes 3-pt shot from 23 ft (assist by M. Harrell)
11:22.0,P. Connaughton misses 2-pt shot from 5 ft,,30-30,,
11:20.0,,,30-30,,Defensive rebound by M. Harrell
11:17.0,,,30-30,,Shooting foul by S. Napier (drawn by L. Williams)
11:17.0,,,30-30,,L. Williams misses free throw 1 of 2
11:17.0,,,30-30,,Offensive rebound by Team
11:17.0,,,30-31,1,L. Williams makes free throw 2 of 2
11:08.0,,,30-31,,Personal foul by M. Harrell (drawn by C. McCollum)
10:56.0,P. Connaughton misses 2-pt shot from 7 ft,,30-31,,
10:54.0,,,30-31,,Defensive rebound by M. Teodosic
10:47.0,,,30-31,,L. Williams misses 2-pt shot from 16 ft
10:47.0,Defensive rebound by E. Davis,,30-31,,
10:36.0,Shooting foul by S. Thornwell (drawn by C. McCollum),,30-31,,
10:36.0,C. McCollum makes free throw 1 of 2,1,31-31,,
10:36.0,C. McCollum makes free throw 2 of 2,1,32-31,,
10:23.0,,,32-31,,Shooting foul by P. Connaughton (drawn by M. Teodosic)
10:23.0,,,32-32,1,M. Teodosic makes free throw 1 of 2
10:23.0,,,32-33,1,M. Teodosic makes free throw 2 of 2
10:16.0,Turnover by C. McCollum (step out of bounds),,32-33,,
9:57.0,,,32-33,,Turnover by S. Dekker (bad pass; steal by C. McCollum)
9:52.0,C. McCollum misses 2-pt shot from 2 ft,,32-33,,
9:50.0,Offensive rebound by E. Davis,,32-33,,
9:50.0,E. Davis misses 2-pt shot from 2 ft (block by L. Williams),,32-33,,
9:47.0,Offensive rebound by Z. Collins,,32-33,,
9:47.0,Z. Collins misses 2-pt shot from 2 ft,,32-33,,
9:47.0,Offensive rebound by E. Davis,,32-33,,
9:47.0,Shooting foul by S. Dekker (drawn by E. Davis),,32-33,,
9:47.0,E. Davis misses free throw 1 of 2,,32-33,,
9:47.0,Offensive rebound by Team,,32-33,,
9:47.0,E. Davis makes free throw 2 of 2,1,33-33,,
9:32.0,,,33-33,,L. Williams misses 2-pt shot from 4 ft
9:30.0,Defensive rebound by Z. Collins,,33-33,,
9:20.0,E. Davis makes 2-pt shot from 1 ft,2,35-33,,
8:57.0,,,35-35,2,S. Thornwell makes 2-pt shot from 8 ft
8:39.0,C. McCollum makes 3-pt shot from 25 ft,3,38-35,,
8:32.0,,,38-35,,M. Harrell misses 2-pt shot from 1 ft
8:32.0,Defensive rebound by Z. Collins,,38-35,,
8:28.0,S. Napier makes 2-pt shot from 1 ft,2,40-35,,
8:28.0,,,40-35,,LA Clippers full timeout
8:28.0,,,40-35,,D. Jordan enters the game for S. Dekker
8:10.0,,,40-35,,M. Teodosic misses 2-pt shot from 7 ft
8:05.0,Defensive rebound by C. McCollum,,40-35,,
8:01.0,Z. Collins makes 2-pt shot from 17 ft (assist by C. McCollum),2,42-35,,
7:44.0,,,42-38,3,M. Teodosic makes 3-pt shot from 26 ft (assist by M. Harrell)
7:17.0,Z. Collins makes 2-pt shot from 2 ft (assist by P. Connaughton),2,44-38,,
7:01.0,,,44-40,2,L. Williams makes 2-pt shot from 11 ft (assist by D. Jordan)
6:53.0,S. Napier misses 2-pt shot from 19 ft,,44-40,,
6:51.0,,,44-40,,Defensive rebound by D. Jordan
6:44.0,,,44-40,,Shooting foul by E. Davis (drawn by D. Jordan)
6:44.0,,,44-40,,D. Jordan misses free throw 1 of 2
6:44.0,,,44-40,,Offensive rebound by Team
6:44.0,,,44-40,,W. Johnson enters the game for M. Harrell
6:44.0,J. Nurkic enters the game for P. Connaughton,,44-40,,
6:44.0,E. Turner enters the game for E. Davis,,44-40,,
6:44.0,A. Aminu enters the game for Z. Collins,,44-40,,
6:44.0,,,44-40,,D. Jordan misses free throw 2 of 2
6:42.0,Defensive rebound by J. Nurkic,,44-40,,
6:27.0,A. Aminu misses 3-pt shot from 25 ft,,44-40,,
6:25.0,,,44-40,,Defensive rebound by M. Teodosic
6:18.0,,,44-42,2,D. Jordan makes 2-pt shot at rim (assist by L. Williams)
5:59.0,J. Nurkic misses 2-pt shot from 3 ft,,44-42,,
5:57.0,,,44-42,,Defensive rebound by D. Jordan
5:51.0,,,44-42,,W. Johnson misses 2-pt shot from 19 ft
5:51.0,Defensive rebound by J. Nurkic,,44-42,,
5:38.0,C. McCollum makes 3-pt shot from 26 ft (assist by S. Napier),3,47-42,,
5:28.0,,,47-42,,L. Williams misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by A. Aminu,,47-42,,
5:11.0,Turnover by J. Nurkic (out of bounds lost ball),,47-42,,
5:11.0,,,47-42,,D. Gallinari enters the game for S. Thornwell
5:11.0,D. Lillard enters the game for C. McCollum,,47-42,,
4:50.0,,,47-42,,M. Teodosic misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by A. Aminu,,47-42,,
4:39.0,J. Nurkic misses 2-pt shot from 6 ft,,47-42,,
4:37.0,,,47-42,,Defensive rebound by D. Jordan
4:29.0,,,47-42,,D. Gallinari misses 2-pt shot from 16 ft (block by A. Aminu)
4:25.0,Defensive rebound by J. Nurkic,,47-42,,
4:21.0,,,47-42,,T. Wallace enters the game for M. Teodosic
4:05.0,A. Aminu makes 3-pt shot from 26 ft (assist by J. Nurkic),3,50-42,,
3:53.0,,,50-44,2,L. Williams makes 2-pt shot from 14 ft
3:41.0,,,50-44,,Personal foul by L. Williams (drawn by E. Turner)
3:33.0,D. Lillard misses 3-pt shot from 28 ft,,50-44,,
3:30.0,,,50-44,,Defensive rebound by D. Jordan
3:19.0,,,50-44,,Turnover by T. Wallace (lost ball; steal by D. Lillard)
3:14.0,S. Napier misses 3-pt shot from 27 ft,,50-44,,
3:07.0,,,50-44,,Defensive rebound by W. Johnson
2:55.0,,,50-46,2,D. Gallinari makes 2-pt shot from 1 ft (assist by W. Johnson)
2:53.0,Portland full timeout,,50-46,,
2:53.0,C. McCollum enters the game for S. Napier,,50-46,,
2:37.0,,,50-46,,Personal foul by W. Johnson (drawn by D. Lillard)
2:37.0,D. Lillard makes free throw 1 of 2,1,51-46,,
2:37.0,D. Lillard makes free throw 2 of 2,1,52-46,,
2:24.0,,,52-46,,D. Gallinari misses 2-pt shot from 19 ft
2:21.0,Defensive rebound by C. McCollum,,52-46,,
2:09.0,C. McCollum misses 2-pt shot from 3 ft (block by W. Johnson),,52-46,,
2:09.0,Offensive rebound by Team,,52-46,,
2:01.0,C. McCollum misses 3-pt shot from 25 ft,,52-46,,
1:59.0,,,52-46,,Defensive rebound by D. Gallinari
1:45.0,,,52-49,3,L. Williams makes 3-pt shot from 22 ft (assist by D. Gallinari)
1:35.0,A. Aminu misses 3-pt shot from 26 ft,,52-49,,
1:29.0,Offensive rebound by C. McCollum,,52-49,,
1:28.0,C. McCollum makes 2-pt shot from 1 ft,2,54-49,,
1:02.0,,,54-49,,L. Williams misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by A. Aminu,,54-49,,
0:46.0,Turnover by A. Aminu (turnover),,54-49,,
0:36.0,,,54-51,2,D. Gallinari makes 2-pt shot from 2 ft (assist by L. Williams)
0:31.0,C. McCollum misses 2-pt shot from 1 ft (block by W. Johnson),,54-51,,
0:31.0,Offensive rebound by Team,,54-51,,
0:31.0,Offensive foul by E. Turner (drawn by L. Williams),,54-51,,
0:31.0,Turnover by E. Turner (offensive foul),,54-51,,
0:31.0,P. Connaughton enters the game for E. Turner,,54-51,,
0:13.0,,,54-51,,L. Williams misses 2-pt shot from 17 ft (block by D. Lillard)
0:09.0,Defensive rebound by D. Lillard,,54-51,,
0:00.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,56-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,56-51,,M. Teodosic misses 2-pt shot from 18 ft
11:40.0,Defensive rebound by J. Nurkic,,56-51,,
11:31.0,A. Aminu misses 3-pt shot from 26 ft,,56-51,,
11:27.0,,,56-51,,Defensive rebound by D. Jordan
11:18.0,,,56-51,,D. Gallinari misses 3-pt shot from 26 ft
11:15.0,,,56-51,,Offensive rebound by D. Jordan
11:12.0,,,56-53,2,D. Gallinari makes 2-pt shot at rim (assist by D. Jordan)
10:58.0,,,56-53,,Def 3 sec tech foul by M. Teodosic
10:58.0,D. Lillard makes technical free throw,1,57-53,,
10:51.0,Turnover by D. Lillard (bad pass; steal by T. Wallace),,57-53,,
10:46.0,,,57-53,,Turnover by T. Wallace (lost ball; steal by C. McCollum)
10:35.0,J. Nurkic misses 2-pt shot from 1 ft,,57-53,,
10:34.0,Offensive rebound by J. Nurkic,,57-53,,
10:32.0,J. Nurkic makes 2-pt shot from 1 ft,2,59-53,,
10:25.0,,,59-53,,Turnover by D. Jordan (lost ball; steal by J. Nurkic)
10:20.0,D. Lillard makes 3-pt shot from 25 ft (assist by E. Turner),3,62-53,,
10:20.0,,,62-53,,LA Clippers full timeout
10:05.0,,,62-53,,D. Gallinari misses 2-pt shot from 23 ft
10:03.0,,,62-53,,Offensive rebound by D. Jordan
9:59.0,,,62-53,,D. Jordan misses 2-pt shot from 6 ft
9:59.0,Defensive rebound by D. Lillard,,62-53,,
9:45.0,Turnover by E. Turner (bad pass; steal by M. Teodosic),,62-53,,
9:22.0,,,62-53,,W. Johnson misses 2-pt shot from 12 ft
9:20.0,Defensive rebound by A. Aminu,,62-53,,
9:07.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,65-53,,
8:54.0,Personal foul by A. Aminu (drawn by D. Gallinari),,65-53,,
8:40.0,,,65-53,,T. Wallace misses 2-pt shot from 3 ft
8:38.0,Defensive rebound by A. Aminu,,65-53,,
8:34.0,,,65-53,,Personal foul by T. Wallace (drawn by D. Lillard)
8:34.0,,,65-53,,L. Williams enters the game for W. Johnson
8:34.0,,,65-53,,S. Thornwell enters the game for M. Teodosic
8:19.0,E. Turner misses 3-pt shot from 24 ft,,65-53,,
8:17.0,,,65-53,,Defensive rebound by D. Jordan
8:10.0,,,65-55,2,T. Wallace makes 2-pt shot from 3 ft
7:54.0,A. Aminu makes 2-pt shot from 7 ft,2,67-55,,
7:54.0,Shooting foul by D. Gallinari (drawn by A. Aminu),,67-55,,
7:54.0,A. Aminu makes free throw 1 of 1,1,68-55,,
7:45.0,,,68-55,,L. Williams misses 2-pt shot from 2 ft
7:42.0,Defensive rebound by J. Nurkic,,68-55,,
7:36.0,J. Nurkic makes 2-pt shot from 1 ft (assist by C. McCollum),2,70-55,,
7:27.0,Personal foul by D. Lillard (drawn by L. Williams),,70-55,,
7:12.0,,,70-55,,L. Williams misses 2-pt shot from 3 ft (block by E. Turner)
7:09.0,Defensive rebound by J. Nurkic,,70-55,,
7:03.0,C. McCollum misses 2-pt shot from 9 ft,,70-55,,
6:58.0,Offensive rebound by J. Nurkic,,70-55,,
6:58.0,J. Nurkic misses 2-pt shot at rim,,70-55,,
6:57.0,,,70-55,,Defensive rebound by D. Gallinari
6:53.0,,,70-57,2,T. Wallace makes 2-pt shot from 15 ft
6:44.0,D. Lillard misses 3-pt shot from 24 ft,,70-57,,
6:38.0,,,70-57,,Defensive rebound by D. Gallinari
6:33.0,,,70-57,,T. Wallace misses 2-pt shot from 7 ft
6:33.0,Defensive rebound by J. Nurkic,,70-57,,
6:17.0,J. Nurkic misses 2-pt shot from 12 ft,,70-57,,
6:17.0,,,70-57,,Defensive rebound by D. Jordan
6:04.0,,,70-57,,L. Williams misses 2-pt shot from 14 ft
6:04.0,Defensive rebound by J. Nurkic,,70-57,,
5:55.0,,,70-57,,W. Johnson enters the game for D. Gallinari
5:45.0,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard),2,72-57,,
5:45.0,Shooting foul by W. Johnson (drawn by J. Nurkic),,72-57,,
5:45.0,S. Napier enters the game for E. Turner,,72-57,,
5:45.0,J. Nurkic misses free throw 1 of 1,,72-57,,
5:42.0,,,72-57,,Defensive rebound by W. Johnson
5:35.0,Personal foul by S. Napier (drawn by L. Williams),,72-57,,
5:31.0,,,72-57,,T. Wallace misses 2-pt shot from 10 ft
5:28.0,Defensive rebound by J. Nurkic,,72-57,,
5:23.0,Shooting foul by W. Johnson (drawn by D. Lillard),,72-57,,
5:23.0,D. Lillard makes free throw 1 of 2,1,73-57,,
5:23.0,D. Lillard makes free throw 2 of 2,1,74-57,,
5:07.0,,,74-60,3,W. Johnson makes 3-pt shot from 24 ft (assist by T. Wallace)
4:46.0,S. Napier misses 2-pt shot from 20 ft,,74-60,,
4:44.0,,,74-60,,Defensive rebound by W. Johnson
4:36.0,,,74-60,,L. Williams misses 2-pt shot from 3 ft
4:34.0,Defensive rebound by J. Nurkic,,74-60,,
4:26.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,77-60,,
4:02.0,,,77-60,,Turnover by L. Williams (bad pass; steal by D. Lillard)
3:56.0,S. Napier makes 2-pt shot at rim (assist by A. Aminu),2,79-60,,
3:43.0,,,79-60,,L. Williams misses 2-pt shot from 5 ft
3:43.0,Defensive rebound by J. Nurkic,,79-60,,
3:34.0,Turnover by A. Aminu (traveling),,79-60,,
3:21.0,,,79-60,,L. Williams misses 3-pt shot from 23 ft
3:21.0,Defensive rebound by A. Aminu,,79-60,,
3:15.0,Portland full timeout,,79-60,,
3:15.0,,,79-60,,M. Harrell enters the game for D. Jordan
3:15.0,P. Connaughton enters the game for C. McCollum,,79-60,,
3:15.0,Z. Collins enters the game for A. Aminu,,79-60,,
3:15.0,E. Davis enters the game for J. Nurkic,,79-60,,
3:05.0,Shooting foul by M. Harrell (drawn by E. Davis),,79-60,,
3:05.0,E. Davis misses free throw 1 of 2,,79-60,,
3:05.0,Offensive rebound by Team,,79-60,,
3:05.0,E. Davis makes free throw 2 of 2,1,80-60,,
2:53.0,,,80-60,,L. Williams misses 2-pt shot from 2 ft (block by Z. Collins)
2:52.0,,,80-60,,Offensive rebound by L. Williams
2:52.0,,,80-60,,L. Williams misses 2-pt shot from 2 ft
2:52.0,,,80-60,,Offensive rebound by Team
2:52.0,Loose ball foul by E. Davis (drawn by M. Harrell),,80-60,,
2:43.0,,,80-60,,T. Wallace misses 3-pt shot from 23 ft
2:42.0,,,80-60,,Offensive rebound by W. Johnson
2:39.0,,,80-62,2,M. Harrell makes 2-pt shot from 2 ft (assist by W. Johnson)
2:24.0,,,80-62,,Violation by M. Harrell (kicked ball)
2:24.0,,,80-62,,S. Dekker enters the game for T. Wallace
2:13.0,Turnover by D. Lillard (lost ball; steal by M. Harrell),,80-62,,
2:07.0,,,80-62,,M. Harrell misses 2-pt shot from 14 ft
2:05.0,Defensive rebound by Z. Collins,,80-62,,
1:53.0,D. Lillard misses 3-pt shot from 27 ft,,80-62,,
1:53.0,,,80-62,,Defensive rebound by W. Johnson
1:45.0,,,80-62,,Turnover by S. Thornwell (step out of bounds)
1:24.0,E. Davis makes 2-pt shot from 4 ft (assist by P. Connaughton),2,82-62,,
1:10.0,,,82-62,,L. Williams misses 2-pt shot from 7 ft
1:10.0,,,82-62,,Offensive rebound by M. Harrell
1:07.0,,,82-62,,M. Harrell misses 2-pt shot from 5 ft
1:07.0,Defensive rebound by D. Lillard,,82-62,,
1:04.0,Shooting foul by M. Harrell (drawn by D. Lillard),,82-62,,
1:04.0,D. Lillard makes free throw 1 of 2,1,83-62,,
1:04.0,D. Lillard makes free throw 2 of 2,1,84-62,,
0:53.0,,,84-62,,L. Williams misses 3-pt shot from 25 ft
0:49.0,,,84-62,,Offensive rebound by S. Dekker
0:48.0,,,84-65,3,S. Thornwell makes 3-pt shot from 25 ft (assist by S. Dekker)
0:32.0,D. Lillard misses 2-pt shot from 2 ft,,84-65,,
0:32.0,,,84-65,,Defensive rebound by S. Dekker
0:28.0,,,84-67,2,S. Thornwell makes 2-pt shot from 1 ft (assist by S. Dekker)
0:28.0,,,84-67,,Shooting foul by Z. Collins (drawn by S. Thornwell)
0:28.0,,,84-67,,T. Wallace enters the game for L. Williams
0:28.0,,,84-67,,S. Thornwell misses free throw 1 of 1
0:26.0,Defensive rebound by E. Davis,,84-67,,
0:09.0,Shooting foul by S. Dekker (drawn by D. Lillard),,84-67,,
0:09.0,D. Lillard makes free throw 1 of 2,1,85-67,,
0:09.0,,,85-67,,M. Teodosic enters the game for S. Thornwell
0:09.0,,,85-67,,L. Williams enters the game for S. Dekker
0:09.0,D. Lillard makes free throw 2 of 2,1,86-67,,
0:03.0,,,86-67,,L. Williams misses 3-pt shot from 23 ft (block by E. Davis)
0:03.0,,,86-67,,Offensive rebound by Team
0:02.0,,,86-67,,L. Williams misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by E. Davis,,86-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by S. Napier (lost ball; steal by L. Williams),,86-67,,
11:43.0,,,86-67,,Shooting foul by C. McCollum (drawn by M. Harrell)
11:43.0,,,86-68,1,M. Harrell makes free throw 1 of 2
11:43.0,,,86-69,1,M. Harrell makes free throw 2 of 2
11:31.0,S. Napier makes 3-pt shot from 27 ft (assist by P. Connaughton),3,89-69,,
11:06.0,,,89-69,,M. Harrell misses 2-pt shot from 1 ft (block by E. Davis)
11:05.0,,,89-69,,Offensive rebound by M. Harrell
11:05.0,,,89-69,,Shooting foul by Z. Collins (drawn by M. Harrell)
11:05.0,,,89-70,1,M. Harrell makes free throw 1 of 2
11:05.0,,,89-71,1,M. Harrell makes free throw 2 of 2
10:43.0,E. Davis makes 2-pt shot from 2 ft (assist by S. Napier),2,91-71,,
10:27.0,,,91-73,2,M. Harrell makes 2-pt shot from 2 ft
10:10.0,C. McCollum misses 3-pt shot from 27 ft,,91-73,,
10:07.0,,,91-73,,Defensive rebound by M. Teodosic
9:58.0,,,91-75,2,M. Harrell makes 2-pt shot from 19 ft (assist by L. Williams)
9:39.0,C. McCollum makes 2-pt shot from 1 ft,2,93-75,,
9:28.0,,,93-77,2,M. Teodosic makes 2-pt shot from 1 ft
9:06.0,C. McCollum misses 2-pt shot from 3 ft,,93-77,,
9:02.0,,,93-77,,Defensive rebound by S. Dekker
9:01.0,,,93-79,2,T. Wallace makes 2-pt shot from 1 ft (assist by M. Teodosic)
9:01.0,Portland full timeout,,93-79,,
8:47.0,P. Connaughton misses 2-pt shot from 12 ft,,93-79,,
8:42.0,,,93-79,,Defensive rebound by M. Harrell
8:37.0,,,93-81,2,T. Wallace makes 2-pt shot from 3 ft (assist by M. Teodosic)
8:26.0,Turnover by P. Connaughton (step out of bounds),,93-81,,
8:26.0,E. Turner enters the game for S. Napier,,93-81,,
8:17.0,,,93-81,,Shooting foul by E. Davis (drawn by M. Harrell)
8:17.0,,,93-82,1,M. Harrell makes free throw 1 of 2
8:17.0,A. Aminu enters the game for Z. Collins,,93-82,,
8:17.0,,,93-82,,M. Harrell misses free throw 2 of 2
8:13.0,Defensive rebound by E. Turner,,93-82,,
7:54.0,C. McCollum misses 2-pt shot from 1 ft,,93-82,,
7:50.0,Offensive rebound by E. Davis,,93-82,,
7:50.0,E. Davis makes 2-pt shot at rim,2,95-82,,
7:39.0,,,95-84,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
7:20.0,P. Connaughton misses 3-pt shot from 26 ft,,95-84,,
7:17.0,,,95-84,,Defensive rebound by M. Harrell
7:11.0,,,95-84,,L. Williams misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by C. McCollum,,95-84,,
7:09.0,,,95-84,,Technical foul by L. Williams
7:09.0,C. McCollum makes technical free throw,1,96-84,,
7:09.0,J. Nurkic enters the game for E. Davis,,96-84,,
6:58.0,C. McCollum misses 2-pt shot from 18 ft,,96-84,,
6:58.0,Offensive rebound by J. Nurkic,,96-84,,
6:42.0,P. Connaughton makes 2-pt shot at rim (assist by E. Turner),2,98-84,,
6:42.0,,,98-84,,LA Clippers full timeout
